Phone Number,cluster,Recommended_Plan_1,Plan_1_ID,Plan_1_Cluster,Plan_1_Price,Plan_1_Score,Plan_1_Coverage,Plan_1_Utilization,Plan_1_Price_Score,Plan_1_Cluster_Score,Plan_1_Overage_Penalty,Plan_1_Fully_Covered,Recommended_Plan_2,Plan_2_ID,Plan_2_Cluster,Plan_2_Price,Plan_2_Score,Plan_2_Coverage,Plan_2_Utilization,Plan_2_Price_Score,Plan_2_Cluster_Score,Plan_2_Overage_Penalty,Plan_2_Fully_Covered,Recommended_Plan_3,Plan_3_ID,Plan_3_Cluster,Plan_3_Price,Plan_3_Score,Plan_3_Coverage,Plan_3_Utilization,Plan_3_Price_Score,Plan_3_Cluster_Score,Plan_3_Overage_Penalty,Plan_3_Fully_Covered
366-2273,0,HH Starter,C1-P1,0,34.69,0.8028,0.6971,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8072,0.7677,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.812,0.8176,1.0,0.7781,1,0.0,False
366-2536,1,MB Starter,C2-P1,1,33.24,0.8255,0.7518,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8301,0.8218,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.8229,0.9082,0.9275,0.7748,1,0.0491,False
366-2541,1,MB Plus,C2-P5,1,52.23,0.9011,1.0,0.81,0.6364,1,0.1591,True,MB Starter,C2-P1,1,33.24,0.8317,0.7945,0.968,1.0,1,0.0184,False,MB Basic,C2-P2,1,37.32,0.82,0.8355,0.9344,0.8907,1,0.0444,False
366-2622,1,MB Standard,C2-P3,1,42.9,0.9185,1.0,0.7779,0.7748,1,0.1437,True,MB Value,C2-P4,1,48.15,0.8885,1.0,0.7057,0.6903,1,0.2088,True,MB Plus,C2-P5,1,52.23,0.8687,1.0,0.6609,0.6364,1,0.2592,True
366-3358,0,HH Starter,C1-P1,0,34.69,0.8042,0.7015,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8087,0.7725,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8132,0.8216,1.0,0.7781,1,0.0,False
366-3917,0,HH Value,C1-P4,0,47.43,0.9165,1.0,0.8236,0.7008,1,0.122,True,HH Plus,C1-P5,0,51.51,0.8956,1.0,0.7707,0.6453,1,0.168,True,HH Select,C1-P6,0,54.2,0.8831,1.0,0.7416,0.6133,1,0.2013,True
366-3944,1,MB Starter,C2-P1,1,33.24,0.8149,0.7439,0.9605,1.0,1,0.0235,False,MB Basic,C2-P2,1,37.32,0.8065,0.7885,0.9371,0.8907,1,0.042,False,MB Standard,C2-P3,1,42.9,0.8202,0.9119,0.9117,0.7748,1,0.064,False
366-4225,1,MB Value,C2-P4,1,48.15,0.9031,1.0,0.7685,0.6903,1,0.1574,True,MB Plus,C2-P5,1,52.23,0.8828,1.0,0.7168,0.6364,1,0.2015,True,MB Starter,C2-P1,1,33.24,0.8707,0.9023,1.0,1.0,1,0.0,False
366-4287,1,MB Starter,C2-P1,1,33.24,0.8355,0.8885,0.8655,1.0,1,0.1091,False,MB Basic,C2-P2,1,37.32,0.8207,0.9237,0.835,0.8907,1,0.1532,False,MB Standard,C2-P3,1,42.9,0.7801,0.9431,0.7237,0.7748,1,0.2755,False
366-4334,1,MB Starter,C2-P1,1,33.24,0.8228,0.7427,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8266,0.8099,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.8185,0.8935,0.9283,0.7748,1,0.0502,False
366-4426,1,MB Plus,C2-P5,1,52.23,0.8923,1.0,0.7593,0.6364,1,0.1707,True,MB Starter,C2-P1,1,33.24,0.8565,0.8566,0.9974,1.0,1,0.0013,False,MB Basic,C2-P2,1,37.32,0.8522,0.9147,0.9719,0.8907,1,0.0156,False
366-4444,0,HH Select,C1-P6,0,54.2,0.8992,1.0,0.8124,0.6133,1,0.1467,True,HH Advance,C1-P7,0,58.5,0.8815,1.0,0.7633,0.5682,1,0.1824,True,HH Starter,C1-P1,0,34.69,0.8295,0.8013,0.9775,0.9582,1,0.0124,False
366-4467,0,HH Advance,C1-P7,0,58.5,0.8429,1.0,0.6474,0.5682,1,0.3942,True,HH Starter,C1-P1,0,34.69,0.8325,0.8824,0.8896,0.9582,1,0.0936,False,HH Basic,C1-P2,0,39.29,0.8166,0.9206,0.8482,0.846,1,0.1373,False
366-5241,0,HH Plus,C1-P5,0,51.51,0.9171,1.0,0.8616,0.6453,1,0.089,True,HH Select,C1-P6,0,54.2,0.9041,1.0,0.8232,0.6133,1,0.1135,True,HH Advance,C1-P7,0,58.5,0.8867,1.0,0.7774,0.5682,1,0.1511,True
366-5640,1,MB Value,C2-P4,1,48.15,0.91,1.0,0.7996,0.6903,1,0.1349,True,MB Plus,C2-P5,1,52.23,0.8895,1.0,0.7446,0.6364,1,0.1761,True,MB Starter,C2-P1,1,33.24,0.8585,0.8649,0.995,1.0,1,0.0026,False
366-5699,0,HH Advance,C1-P7,0,58.5,0.8671,1.0,0.7098,0.5682,1,0.2456,True,HH Starter,C1-P1,0,34.69,0.8291,0.8299,0.9375,0.9582,1,0.0417,False,HH Basic,C1-P2,0,39.29,0.8378,0.9149,0.9372,0.846,1,0.0418,False
366-5780,1,MB Standard,C2-P3,1,42.9,0.9065,1.0,0.746,0.7748,1,0.2163,True,MB Value,C2-P4,1,48.15,0.876,1.0,0.6749,0.6903,1,0.288,True,MB Plus,C2-P5,1,52.23,0.8557,1.0,0.6328,0.6364,1,0.347,True
366-5829,0,HH Plus,C1-P5,0,51.51,0.8584,1.0,0.6436,0.6453,1,0.3492,True,HH Select,C1-P6,0,54.2,0.8457,1.0,0.6188,0.6133,1,0.3916,True,HH Advance,C1-P7,0,58.5,0.8283,1.0,0.5822,0.5682,1,0.4427,True
366-5918,1,MB Starter,C2-P1,1,33.24,0.8348,0.7908,0.9877,1.0,1,0.0065,False,MB Basic,C2-P2,1,37.32,0.8251,0.832,0.9612,0.8907,1,0.0229,False,MB Standard,C2-P3,1,42.9,0.7965,0.8731,0.8568,0.7748,1,0.1019,False
366-6248,0,HH Select,C1-P6,0,54.2,0.8928,1.0,0.7763,0.6133,1,0.156,True,HH Advance,C1-P7,0,58.5,0.8754,1.0,0.7302,0.5682,1,0.1936,True,HH Starter,C1-P1,0,34.69,0.8439,0.8338,1.0,0.9582,1,0.0,False
366-6345,0,HH Starter,C1-P1,0,34.69,0.7813,0.733,0.872,0.9582,1,0.1311,False,HH Basic,C1-P2,0,39.29,0.7695,0.7769,0.8517,0.846,1,0.1824,False,HH Standard,C1-P3,0,42.72,0.7643,0.81,0.8415,0.7781,1,0.2165,False
366-6730,0,HH Starter,C1-P1,0,34.69,0.816,0.7409,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8221,0.8173,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8216,0.8574,0.9884,0.7781,1,0.0061,False
366-6751,0,HH Starter,C1-P1,0,34.69,0.8266,0.8664,0.8753,0.9582,1,0.0831,False,HH Basic,C1-P2,0,39.29,0.8095,0.8986,0.8313,0.846,1,0.1166,False,HH Standard,C1-P3,0,42.72,0.7971,0.9151,0.8022,0.7781,1,0.1451,False
366-6991,0,HH Standard,C1-P3,0,42.72,0.9316,1.0,0.843,0.7781,1,0.1153,True,HH Value,C1-P4,0,47.43,0.89,1.0,0.7161,0.7008,1,0.2251,True,HH Plus,C1-P5,0,51.51,0.8693,1.0,0.6667,0.6453,1,0.2747,True
366-7069,0,HH Plus,C1-P5,0,51.51,0.9022,1.0,0.7952,0.6453,1,0.1391,True,HH Select,C1-P6,0,54.2,0.8896,1.0,0.763,0.6133,1,0.1686,True,HH Advance,C1-P7,0,58.5,0.8723,1.0,0.7198,0.5682,1,0.2088,True
366-7247,0,HH Starter,C1-P1,0,34.69,0.7967,0.6767,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8042,0.7577,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8113,0.8154,1.0,0.7781,1,0.0,False
366-7331,0,HH Starter,C1-P1,0,34.69,0.8133,0.7318,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8226,0.8188,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8229,0.8645,0.9845,0.7781,1,0.0082,False
366-7360,1,MB Starter,C2-P1,1,33.24,0.8166,0.8022,0.8975,1.0,1,0.0869,False,MB Basic,C2-P2,1,37.32,0.8132,0.8592,0.8775,0.8907,1,0.0977,False,MB Standard,C2-P3,1,42.9,0.7823,0.8961,0.7977,0.7748,1,0.2246,False
366-7560,0,HH Select,C1-P6,0,54.2,0.8714,1.0,0.7199,0.6133,1,0.2857,True,HH Advance,C1-P7,0,58.5,0.8537,1.0,0.6692,0.5682,1,0.3192,True,HH Starter,C1-P1,0,34.69,0.7694,0.7676,0.8025,0.9582,1,0.25,False
366-7616,1,MB Standard,C2-P3,1,42.9,0.9301,1.0,0.8336,0.7748,1,0.1115,True,MB Value,C2-P4,1,48.15,0.8995,1.0,0.7528,0.6903,1,0.1701,True,MB Plus,C2-P5,1,52.23,0.8793,1.0,0.7022,0.6364,1,0.2149,True
366-7912,0,HH Advance,C1-P7,0,58.5,0.9182,1.0,0.9172,0.5682,1,0.0462,True,HH Starter,C1-P1,0,34.69,0.7919,0.6605,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7964,0.7316,1.0,0.846,1,0.0,False
366-8036,0,HH Starter,C1-P1,0,34.69,0.8158,0.7662,0.9625,0.9582,1,0.0221,False,HH Basic,C1-P2,0,39.29,0.8218,0.8423,0.9625,0.846,1,0.0221,False,HH Standard,C1-P3,0,42.72,0.8178,0.8766,0.9429,0.7781,1,0.0327,False
366-8382,0,HH Advance,C1-P7,0,58.5,0.8811,1.0,0.772,0.5682,1,0.1991,True,HH Starter,C1-P1,0,34.69,0.803,0.753,0.925,0.9582,1,0.0536,False,HH Basic,C1-P2,0,39.29,0.8089,0.8286,0.925,0.846,1,0.0536,False
366-8939,1,MB Starter,C2-P1,1,33.24,0.819,0.7301,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8227,0.7971,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.8178,0.8869,0.9333,0.7748,1,0.0455,False
366-9015,0,HH Plus,C1-P5,0,51.51,0.9006,1.0,0.7867,0.6453,1,0.1422,True,HH Select,C1-P6,0,54.2,0.888,1.0,0.7535,0.6133,1,0.1705,True,HH Advance,C1-P7,0,58.5,0.8707,1.0,0.7088,0.5682,1,0.2088,True
366-9074,1,MB Starter,C2-P1,1,33.24,0.8109,0.703,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8164,0.7761,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.8395,0.9188,0.9885,0.7748,1,0.006,False
366-9211,1,MB Starter,C2-P1,1,33.24,0.8394,0.7978,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.84,0.8625,0.9882,0.8907,1,0.0062,False,MB Standard,C2-P3,1,42.9,0.8261,0.9373,0.9008,0.7748,1,0.0641,False
366-9238,1,MB Starter,C2-P1,1,33.24,0.8311,0.7703,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.83,0.8334,0.9821,0.8907,1,0.0096,False,MB Standard,C2-P3,1,42.9,0.8293,0.9335,0.9195,0.7748,1,0.0485,False
366-9430,0,HH Starter,C1-P1,0,34.69,0.812,0.8331,0.863,0.9582,1,0.111,False,HH Basic,C1-P2,0,39.29,0.804,0.8829,0.8355,0.846,1,0.1312,False,HH Standard,C1-P3,0,42.72,0.8021,0.9215,0.8215,0.7781,1,0.1427,False
366-9538,1,MB Value,C2-P4,1,48.15,0.88,1.0,0.6971,0.6903,1,0.2809,True,MB Plus,C2-P5,1,52.23,0.8597,1.0,0.654,0.6364,1,0.3385,True,MB Starter,C2-P1,1,33.24,0.8459,0.8989,0.8986,1.0,1,0.0853,False
366-9781,1,MB Value,C2-P4,1,48.15,0.851,1.0,0.5812,0.6903,1,0.3977,True,MB Plus,C2-P5,1,52.23,0.8341,1.0,0.5428,0.6364,1,0.4282,True,MB Starter,C2-P1,1,33.24,0.8112,0.9218,0.7457,1.0,1,0.2724,False
367-1024,0,HH Value,C1-P4,0,47.43,0.9097,1.0,0.7941,0.7008,1,0.1456,True,HH Plus,C1-P5,0,51.51,0.8892,1.0,0.7457,0.6453,1,0.195,True,HH Select,C1-P6,0,54.2,0.8768,1.0,0.7183,0.6133,1,0.2296,True
367-1062,1,MB Value,C2-P4,1,48.15,0.8886,1.0,0.7277,0.6903,1,0.2413,True,MB Plus,C2-P5,1,52.23,0.8682,1.0,0.6748,0.6364,1,0.2846,True,MB Starter,C2-P1,1,33.24,0.843,0.8799,0.905,1.0,1,0.0668,False
367-1398,0,HH Advance,C1-P7,0,58.5,0.8715,1.0,0.7257,0.5682,1,0.226,True,HH Starter,C1-P1,0,34.69,0.836,0.8332,0.9631,0.9582,1,0.0217,False,HH Basic,C1-P2,0,39.29,0.8258,0.8815,0.9271,0.846,1,0.0461,False
367-1424,1,MB Standard,C2-P3,1,42.9,0.9372,1.0,0.8605,0.7748,1,0.0814,True,MB Value,C2-P4,1,48.15,0.9067,1.0,0.7814,0.6903,1,0.1408,True,MB Plus,C2-P5,1,52.23,0.8866,1.0,0.7322,0.6364,1,0.1867,True
367-1681,1,MB Plus,C2-P5,1,52.23,0.8803,1.0,0.754,0.6364,1,0.2823,True,MB Starter,C2-P1,1,33.24,0.7992,0.7891,0.8584,1.0,1,0.1633,False,MB Basic,C2-P2,1,37.32,0.7871,0.8293,0.8417,0.8907,1,0.2157,False
367-2056,1,MB Starter,C2-P1,1,33.24,0.8109,0.746,0.94,1.0,1,0.0395,False,MB Basic,C2-P2,1,37.32,0.8144,0.8125,0.94,0.8907,1,0.0395,False,MB Standard,C2-P3,1,42.9,0.7992,0.8789,0.8767,0.7748,1,0.1217,False
367-2227,1,MB Standard,C2-P3,1,42.9,0.9095,1.0,0.7416,0.7748,1,0.18,True,MB Value,C2-P4,1,48.15,0.8796,1.0,0.6725,0.6903,1,0.2487,True,MB Plus,C2-P5,1,52.23,0.8597,1.0,0.629,0.6364,1,0.3009,True
367-2436,1,MB Standard,C2-P3,1,42.9,0.9281,1.0,0.8343,0.7748,1,0.1327,True,MB Value,C2-P4,1,48.15,0.8971,1.0,0.75,0.6903,1,0.1891,True,MB Plus,C2-P5,1,52.23,0.8769,1.0,0.6987,0.6364,1,0.2336,True
367-2598,1,MB Standard,C2-P3,1,42.9,0.912,1.0,0.7535,0.7748,1,0.173,True,MB Value,C2-P4,1,48.15,0.8819,1.0,0.6831,0.6903,1,0.2408,True,MB Plus,C2-P5,1,52.23,0.862,1.0,0.6391,0.6364,1,0.2927,True
367-3220,0,HH Advance,C1-P7,0,58.5,0.9094,1.0,0.8784,0.5682,1,0.0757,True,HH Starter,C1-P1,0,34.69,0.8028,0.697,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.8081,0.7706,1.0,0.846,1,0.0,False
367-3439,0,HH Plus,C1-P5,0,51.51,0.8925,1.0,0.7586,0.6453,1,0.1813,True,HH Select,C1-P6,0,54.2,0.8799,1.0,0.7281,0.6133,1,0.2134,True,HH Advance,C1-P7,0,58.5,0.8626,1.0,0.6847,0.5682,1,0.2537,True
367-3648,1,MB Value,C2-P4,1,48.15,0.8611,1.0,0.6434,0.6903,1,0.3899,True,MB Plus,C2-P5,1,52.23,0.8445,1.0,0.6048,0.6364,1,0.4165,True,MB Starter,C2-P1,1,33.24,0.8365,0.9265,0.8311,1.0,1,0.1615,False
367-3950,0,HH Plus,C1-P5,0,51.51,0.9166,1.0,0.8659,0.6453,1,0.1011,True,HH Select,C1-P6,0,54.2,0.9034,1.0,0.8256,0.6133,1,0.1243,True,HH Advance,C1-P7,0,58.5,0.8857,1.0,0.7753,0.5682,1,0.158,True
367-3971,1,MB Standard,C2-P3,1,42.9,0.8839,1.0,0.6546,0.7748,1,0.3048,True,MB Value,C2-P4,1,48.15,0.8534,1.0,0.5753,0.6903,1,0.3641,True,MB Plus,C2-P5,1,52.23,0.8334,1.0,0.526,0.6364,1,0.4099,True
367-4277,0,HH Select,C1-P6,0,54.2,0.8526,1.0,0.6384,0.6133,1,0.3517,True,HH Advance,C1-P7,0,58.5,0.8351,1.0,0.596,0.5682,1,0.3951,True,HH Starter,C1-P1,0,34.69,0.8439,0.9215,0.8785,0.9582,1,0.0804,False
367-4853,0,HH Select,C1-P6,0,54.2,0.8834,1.0,0.7493,0.6133,1,0.2099,True,HH Advance,C1-P7,0,58.5,0.8661,1.0,0.7037,0.5682,1,0.2473,True,HH Starter,C1-P1,0,34.69,0.8234,0.8168,0.93,0.9582,1,0.0486,False
367-5226,0,HH Starter,C1-P1,0,34.69,0.7921,0.6613,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.797,0.7336,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8019,0.7839,1.0,0.7781,1,0.0,False
367-5923,1,MB Value,C2-P4,1,48.15,0.9209,1.0,0.8457,0.6903,1,0.095,True,MB Plus,C2-P5,1,52.23,0.9005,1.0,0.7913,0.6364,1,0.1368,True,MB Starter,C2-P1,1,33.24,0.8452,0.8175,1.0,1.0,1,0.0,False
367-6005,0,HH Value,C1-P4,0,47.43,0.8766,1.0,0.6693,0.7008,1,0.2895,True,HH Plus,C1-P5,0,51.51,0.856,1.0,0.6276,0.6453,1,0.3493,True,HH Select,C1-P6,0,54.2,0.8435,1.0,0.6038,0.6133,1,0.3903,True
367-6136,1,MB Value,C2-P4,1,48.15,0.8967,1.0,0.7881,0.6903,1,0.2508,True,MB Plus,C2-P5,1,52.23,0.8765,1.0,0.7414,0.6364,1,0.3017,True,MB Starter,C2-P1,1,33.24,0.8181,0.8149,0.89,1.0,1,0.0982,False
367-7039,1,MB Standard,C2-P3,1,42.9,0.8744,1.0,0.6403,0.7748,1,0.3782,True,MB Value,C2-P4,1,48.15,0.8487,1.0,0.5833,0.6903,1,0.4235,True,MB Plus,C2-P5,1,52.23,0.8326,1.0,0.5503,0.6364,1,0.4538,True
367-7906,1,MB Plus,C2-P5,1,52.23,0.8978,1.0,0.7902,0.6364,1,0.1622,True,MB Starter,C2-P1,1,33.24,0.8388,0.8148,0.9725,1.0,1,0.0154,False,MB Basic,C2-P2,1,37.32,0.8418,0.8854,0.9638,0.8907,1,0.0199,False
367-8156,1,MB Plus,C2-P5,1,52.23,0.9149,1.0,0.8553,0.6364,1,0.0889,True,MB Starter,C2-P1,1,33.24,0.8269,0.7564,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8328,0.8307,1.0,0.8907,1,0.0,False
367-8168,0,HH Select,C1-P6,0,54.2,0.861,1.0,0.6851,0.6133,1,0.338,True,HH Advance,C1-P7,0,58.5,0.8463,1.0,0.6488,0.5682,1,0.3627,True,HH Starter,C1-P1,0,34.69,0.8177,0.8558,0.8707,0.9582,1,0.134,False
367-8298,0,HH Value,C1-P4,0,47.43,0.917,1.0,0.8246,0.7008,1,0.1183,True,HH Plus,C1-P5,0,51.51,0.8961,1.0,0.7708,0.6453,1,0.1631,True,HH Select,C1-P6,0,54.2,0.8835,1.0,0.7383,0.6133,1,0.1924,True
367-8692,1,MB Starter,C2-P1,1,33.24,0.809,0.6966,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8108,0.7574,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.7976,0.8279,0.9233,0.7748,1,0.0553,False
367-8924,1,MB Plus,C2-P5,1,52.23,0.8916,1.0,0.7589,0.6364,1,0.1765,True,MB Starter,C2-P1,1,33.24,0.8564,0.8579,0.995,1.0,1,0.0026,False,MB Basic,C2-P2,1,37.32,0.8616,0.9352,0.9875,0.8907,1,0.0064,False
367-9127,1,MB Starter,C2-P1,1,33.24,0.8184,0.7381,0.985,1.0,1,0.008,False,MB Basic,C2-P2,1,37.32,0.8214,0.8029,0.985,0.8907,1,0.008,False,MB Standard,C2-P3,1,42.9,0.8051,0.8677,0.9067,0.7748,1,0.0745,False
367-9257,1,MB Starter,C2-P1,1,33.24,0.8353,0.8386,0.9261,1.0,1,0.0517,False,MB Basic,C2-P2,1,37.32,0.8224,0.8771,0.8879,0.8907,1,0.0746,False,MB Standard,C2-P3,1,42.9,0.7924,0.9156,0.8007,0.7748,1,0.1855,False
367-9259,0,HH Plus,C1-P5,0,51.51,0.8831,1.0,0.725,0.6453,1,0.2246,True,HH Select,C1-P6,0,54.2,0.8704,1.0,0.6922,0.6133,1,0.2538,True,HH Advance,C1-P7,0,58.5,0.8532,1.0,0.6521,0.5682,1,0.2981,True
367-9495,1,MB Starter,C2-P1,1,33.24,0.8173,0.7242,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8231,0.7983,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.8447,0.9383,0.985,0.7748,1,0.0078,False
367-9765,1,MB Starter,C2-P1,1,33.24,0.8238,0.7794,0.9525,1.0,1,0.0293,False,MB Basic,C2-P2,1,37.32,0.815,0.8224,0.93,0.8907,1,0.0486,False,MB Standard,C2-P3,1,42.9,0.8012,0.8943,0.8503,0.7748,1,0.1088,False
368-1288,1,MB Value,C2-P4,1,48.15,0.9179,1.0,0.8331,0.6903,1,0.1061,True,MB Plus,C2-P5,1,52.23,0.8975,1.0,0.7786,0.6364,1,0.1481,True,MB Starter,C2-P1,1,33.24,0.85,0.8333,1.0,1.0,1,0.0,False
368-2074,0,HH Plus,C1-P5,0,51.51,0.9151,1.0,0.8495,0.6453,1,0.0917,True,HH Select,C1-P6,0,54.2,0.9022,1.0,0.8129,0.6133,1,0.1172,True,HH Advance,C1-P7,0,58.5,0.8849,1.0,0.7671,0.5682,1,0.1544,True
368-2458,0,HH Value,C1-P4,0,47.43,0.8896,1.0,0.7267,0.7008,1,0.245,True,HH Plus,C1-P5,0,51.51,0.8688,1.0,0.6806,0.6453,1,0.3009,True,HH Select,C1-P6,0,54.2,0.8562,1.0,0.6522,0.6133,1,0.3362,True
368-2583,0,HH Plus,C1-P5,0,51.51,0.9099,1.0,0.8269,0.6453,1,0.1091,True,HH Select,C1-P6,0,54.2,0.8972,1.0,0.7916,0.6133,1,0.1356,True,HH Advance,C1-P7,0,58.5,0.8798,1.0,0.7456,0.5682,1,0.1726,True
368-2845,1,MB Standard,C2-P3,1,42.9,0.9014,1.0,0.7159,0.7748,1,0.2218,True,MB Value,C2-P4,1,48.15,0.8714,1.0,0.6462,0.6903,1,0.2905,True,MB Plus,C2-P5,1,52.23,0.8515,1.0,0.6018,0.6364,1,0.3423,True
368-3078,1,MB Plus,C2-P5,1,52.23,0.8918,1.0,0.7568,0.6364,1,0.1717,True,MB Starter,C2-P1,1,33.24,0.8596,0.8655,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8566,0.9246,0.9788,0.8907,1,0.0116,False
368-3117,1,MB Plus,C2-P5,1,52.23,0.8772,1.0,0.7222,0.6364,1,0.2662,True,MB Starter,C2-P1,1,33.24,0.8271,0.8364,0.8905,1.0,1,0.0743,False,MB Basic,C2-P2,1,37.32,0.8199,0.8842,0.8712,0.8907,1,0.0969,False
368-3287,0,HH Select,C1-P6,0,54.2,0.9076,1.0,0.8399,0.6133,1,0.1041,True,HH Advance,C1-P7,0,58.5,0.8899,1.0,0.7905,0.5682,1,0.1387,True,HH Starter,C1-P1,0,34.69,0.8252,0.7717,1.0,0.9582,1,0.0,False
368-3808,1,MB Starter,C2-P1,1,33.24,0.8304,0.7732,0.9925,1.0,1,0.0039,False,MB Basic,C2-P2,1,37.32,0.8349,0.8427,0.9925,0.8907,1,0.0039,False,MB Standard,C2-P3,1,42.9,0.8198,0.9123,0.9117,0.7748,1,0.0683,False
368-3931,1,MB Standard,C2-P3,1,42.9,0.9291,1.0,0.8329,0.7748,1,0.1201,True,MB Value,C2-P4,1,48.15,0.8985,1.0,0.7547,0.6903,1,0.1826,True,MB Plus,C2-P5,1,52.23,0.8783,1.0,0.7078,0.6364,1,0.2331,True
368-5165,1,MB Starter,C2-P1,1,33.24,0.8359,0.7976,0.9833,1.0,1,0.009,False,MB Basic,C2-P2,1,37.32,0.8269,0.8408,0.9574,0.8907,1,0.0257,False,MB Standard,C2-P3,1,42.9,0.8068,0.9004,0.865,0.7748,1,0.0927,False
368-5437,0,HH Value,C1-P4,0,47.43,0.9042,1.0,0.766,0.7008,1,0.1587,True,HH Plus,C1-P5,0,51.51,0.8836,1.0,0.7163,0.6453,1,0.2065,True,HH Select,C1-P6,0,54.2,0.8712,1.0,0.6882,0.6133,1,0.2402,True
368-5612,0,HH Value,C1-P4,0,47.43,0.8975,1.0,0.7504,0.7008,1,0.2017,True,HH Plus,C1-P5,0,51.51,0.8766,1.0,0.6975,0.6453,1,0.2482,True,HH Select,C1-P6,0,54.2,0.864,1.0,0.6664,0.6133,1,0.2792,True
368-5628,0,HH Starter,C1-P1,0,34.69,0.8182,0.7483,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.824,0.8237,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.8297,0.8765,1.0,0.7781,1,0.0,False
368-5647,0,HH Value,C1-P4,0,47.43,0.9086,1.0,0.7884,0.7008,1,0.148,True,HH Plus,C1-P5,0,51.51,0.8879,1.0,0.7378,0.6453,1,0.1958,True,HH Select,C1-P6,0,54.2,0.8754,1.0,0.71,0.6133,1,0.2306,True
368-5758,0,HH Starter,C1-P1,0,34.69,0.8459,0.8809,0.9424,0.9582,1,0.0346,False,HH Basic,C1-P2,0,39.29,0.8288,0.9144,0.8953,0.846,1,0.0672,False,HH Standard,C1-P3,0,42.72,0.8168,0.9327,0.8648,0.7781,1,0.0941,False
368-6111,1,MB Value,C2-P4,1,48.15,0.9156,1.0,0.8249,0.6903,1,0.1171,True,MB Plus,C2-P5,1,52.23,0.895,1.0,0.7682,0.6364,1,0.157,True,MB Starter,C2-P1,1,33.24,0.8507,0.839,0.995,1.0,1,0.0026,False
368-6174,1,MB Standard,C2-P3,1,42.9,0.9401,1.0,0.8757,0.7748,1,0.0752,True,MB Value,C2-P4,1,48.15,0.9098,1.0,0.7997,0.6903,1,0.1372,True,MB Plus,C2-P5,1,52.23,0.8898,1.0,0.7525,0.6364,1,0.1853,True
368-6488,1,MB Standard,C2-P3,1,42.9,0.8944,1.0,0.7203,0.7748,1,0.2988,True,MB Value,C2-P4,1,48.15,0.8663,1.0,0.6594,0.6903,1,0.3614,True,MB Plus,C2-P5,1,52.23,0.8491,1.0,0.6197,0.6364,1,0.3936,True
368-6892,1,MB Starter,C2-P1,1,33.24,0.8397,0.7989,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.8453,0.8724,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.8303,0.9443,0.913,0.7748,1,0.0614,False
368-7555,1,MB Value,C2-P4,1,48.15,0.9206,1.0,0.8451,0.6903,1,0.097,True,MB Plus,C2-P5,1,52.23,0.9004,1.0,0.7934,0.6364,1,0.141,True,MB Starter,C2-P1,1,33.24,0.8452,0.8175,1.0,1.0,1,0.0,False
368-7706,1,MB Value,C2-P4,1,48.15,0.9014,1.0,0.763,0.6903,1,0.1655,True,MB Plus,C2-P5,1,52.23,0.8814,1.0,0.7151,0.6364,1,0.2136,True,MB Starter,C2-P1,1,33.24,0.8584,0.881,0.9714,1.0,1,0.0161,False
